id;name;standard
21097;Guertge;
21098;Maillairt;
21099;Catoor;
21100;Aranpie;
21101;Joeryaen;
21102;Johanny;
21103;Essebe;
21104;Ousem;
21105;Leenden;
21106;Donnyck;
21107;Gydyoen;
21108;Elstgen;
21109;Natauneel;
21110;G.P.;
21111;Lamm.;
21112;Matijn;matthias
21113;Jakeside;
21114;Sondach;
21115;Evyer;
21116;Catelynthje;
21117;Maddaleenttgen;
21118;Hijnderina;heimrijk
21119;Hederick;
21120;Andr.;
21121;Jerremias;
21122;Styen;
21123;Phylip;filippus
21124;Jacobmintge;
21125;Sedragh;
21126;Macheyns;
21127;Ghijsgie;
21128;Nyculaes;
21129;Avegaar;
21130;Larde;
21131;Bailljuw;
21132;Eijcke;
21133;Symetgen;
21134;Macxmiliaen;
21135;Fos;folk
21136;Josijnte;jozef
21137;Achien;agatha
21138;Versin;
21139;Gheleyn;
21140;Baard;bert
21141;Tymon;diedeman
21142;Elyna;
21143;Relijn;
21144;Geeritje;geerhard
21145;Alophander;
21146;Deonijs;dionisius
21147;Louijsje;
21148;Maeryken;
21149;Heertruij;
21150;Gyem;
21151;Aeronovel;
21152;Ariaanti;
21153;Lofrijs;
21154;Noouee;
21155;Meijnderts;
21156;Battelmees;
21157;Batesar;
21158;Willeminken;
21159;Soetken;
21160;Meyllaert;
21161;Spijp;
21162;Marcky;
21163;Jacon;jacob
21164;Domys;
21165;Eenaes;
21166;Phielps;
21167;Donaes;
21168;Gijsbet;gijsbert
21169;Iseau;
21170;Nijsel;
21171;Lamberd;lambert
21172;Fransijne;franciscus
21173;Cijprien;cyprianus
21174;S.A.;
21175;Quint;quintus
21176;Fera;
21177;Iasaack;
21178;Leye;lied
21179;Barthholomeus;bartholomeus
21180;Dierickge;
21181;Maess;
21182;Duyffken;
21183;Mattehis;
21184;Lodeweick;
21185;Anderson;
21186;Wichgaert;
21187;Tousein;
21188;Margtel;
21189;Febus;
21190;Annyas;anne
21191;Reyndina;
21192;Fimon;fiona
21193;Eseyas;
21194;Barreber;
21195;Cathalyne;
21196;Haswerus;
21197;Barnaert;bernhard
21198;Jenninck;
21199;Leidiaen;
21200;Eque;
21201;Juby;
21202;Moecken;
21203;Mariia;maria
21204;Luckas;lucas
21205;Jonata;
21206;Amry;adriaan
21207;Francittgen;
21208;Clober;
21209;Seunneken;
21210;Phliph;
21211;Warry;
21212;Lysebet;elisabeth
21213;Sachias;sabinus
21214;Catry;
21215;Coller;
21216;Vodere;
21217;Immitgen;
21218;Lidewey;liedwijn
21219;Mettge;
21220;Gosier;
21221;Mus;bartholomeus
21222;NNN;
21223;Barker;bartholomeus
21224;Aadrianus;adriaan
21225;Missen;
21226;Betteman;
21227;Naten;
21228;Roerjer;
21229;Mieteje;
21230;Kerstintgen;
21231;Guuest;
21232;Meselis;
21233;Baes;
21234;Pronken;
21235;Romas;rom
21236;Lop;
21237;Adriaantie;adriaan
21238;Menseer;
21239;Katryen;
21240;Antetje;
21241;Ghille;
21242;Samuvel;
21243;Marinys;
21244;Florecius;
21245;Maehrten;
21246;Aerejaentge;
21247;Balfen;
21248;Huibart;hugbert
21249;Moourijn;
21250;Jaecues;jacob
21251;Lybrecht;
21252;Moysel;
21253;Elisaet;
21254;Piena;pinas
21255;Maichei;
21256;Jaecquemine;
21257;Aloen;
21258;Bartolomei;bartholomeus
21259;Sammuel;samuel
21260;Nisko;
21261;Madden;
21262;Vredryck;
21263;Pouws;
21264;Margrietten;
21265;Trijnte;catharina
21266;Huijbertjen;hugbert
21267;Annijs;
21268;Maryea;
21269;Balthazeer;
21270;Lennes;
21271;Braetgen;
21272;Aker;
21273;Rossessel;
21274;??Jal;
21275;Franchiys;
21276;Rembrandt;reinbrand
21277;Cathryn;catharina
21278;Achyen;
21279;Schout;schelte
21280;Mersiau;
21281;Chrsitiaan;christiaan
21282;Ambroosse;
21283;Koennaert;
21284;Jaentgen;
21285;Aaltjer;adel
21286;Christana;christiaan
21287;Jakais;
21288;Jacoib;
21289;Prone;
21290;Saemuel;
21291;Jaepjen;
21292;Quinte;
21293;Jeatres;
21294;Venandt;
21295;Sibillade;
21296;Castijn;
21297;Antoinatta;antonius
21298;Andersandersz;
21299;Saemel;
21300;Emgelbrecht;
21301;Tome;thomas
21302;Machyel;
21303;Wyllemttgen;
21304;Gabereel;
21305;Mannassus;
21306;Averrouw;
21307;Mysseel;
21308;Cob;
21309;Pieternelletije;
21310;Annethe;anne
21311;Meel;melchior
21312;Bastiyaen;
21313;Roly;
21314;Saniel;susanna
21315;Pluimpje;
21316;Aegjen;agatha
21317;Jermijn;
21318;Adrijaentie;
21319;Esegel;
21320;Maers;
21321;Poulijn;
21322;Baerrendt;
21323;Yelle;
21324;Schaeck;
21325;Henreyntje;
21326;Ipelaer;
21327;Vou;
21328;Lysbeyh;
21329;Outwaert;
21330;Jacomijntge;
21331;Paecken;
21332;Janaes;
21333;Kentijn;
21334;Abia;
21335;Hadeweijn;
21336;Pieterse;
21337;Schait;
21338;Diewertge;
21339;Goolttgen;
21340;Louraet;
21341;Lynttgen;
21342;Emtge;
21343;Baltasaert;
21344;Phiely;
21345;Fredrikje;friedrijk
21346;Simi;
21347;Theunisgen;
21348;Flaman;
21349;W.J;
21350;Magyjes;
21351;Rith;rijd
21352;C.Jz.;
21353;Kolet;
21354;Sinnee;
21355;Appeleuntje;
21356;Merten;martinus
21357;Jaey;
21358;Stevenin;
21359;Kyst;
21360;Heijderijna;
21361;Malachas;
21362;Crysaen;
21363;Diryck;
21364;Marrinus;marinus
21365;Jendith;
21366;P:ool;
21367;Serdenande;
21368;Raoyst(?);
21369;Toesin;
21370;Katalyna;catharina
21371;Laron;
21372;Wijnaert;
21373;Gommersz;
21374;Usmarus;
21375;Tuentje;antonius
21376;Ermptge;
21377;Guiillamus;
21378;Osaias;
21379;Yoosyas;
21380;Walewijn;
21381;Ariaenttien;
21382;Truyntje;
21383;Aelewijn;
21384;Jacomyntien;
21385;Dosseyn;
21386;Ormtgen;
21387;Aga;
21388;Aeriaenke;
21389;Heijnderikie;
21390;Dyma;
21391;Boudweijn;boudewijn
21392;Leur;
21393;Hennetta;heimrijk
21394;Can;
21395;Geverynus;
21396;Maheus;
21397;Beerent;bernhard
21398;Mensen;
21399;Manarijn;
21400;Ghuljamen;
21401;Feles;
21402;Mchiel;michael
21403;Warnaers;
21404;Eemsen;
21405;Matteuwis;matthias
21406;Franchijncken;
21407;Gerrite;geerhard
21408;Catrynie;
21409;Ficktor;
21410;Kastijne;
21411;Ammerant;
21412;Hommaer;
21413;Deniel;dionisius
21414;Thou;
21415;??Pieternelletie;
21416;Maddeleenken;
21417;Gijsbrechtje;gijsbert
21418;Ghertgen;
21419;Sammeel;
21420;Phylep;
21421;Bouddeweijn;
21422;Heijnderick;heimrijk
21423;Ysaak;izaak
21424;Adrieyaen;
21425;Tijssje;
21426;Naampje;nan
21427;Eijmerik;ermrijk
21428;Creyntje;
21429;Algen;
21430;Libberdt;
21431;Geertru;geertruida
21432;Tijntje;catharina
21433;Domeyn;
21434;Lowysgen;
21435;Antgenieta;
21436;Maaria;maria
21437;Tyodoor;
21438;Suburch;
21439;Jaex;
21440;Jaekemynien;
21441;Phlyps;
21442;Melsis;
21443;Marrtje;maria
21444;P.J.;
21445;Pronie;
21446;Seijvert;zegeward
21447;Deborra;debora
21448;Geylgamels;
21449;Maary;maria
21450;Apees;
21451;Roehier;
21452;Lanslot;laurens
21453;Haster;hester
21454;Brulijn;
21455;Corstinus;christiaan
21456;Margaeretha;margareta
21457;Kattelyne;
21458;Rolof;rodwolf
21459;Vollebregt;folkhard
21460;Lemmert;lambert
21461;Stevetie;
21462;Vermeyde;
21463;Lodowijk;lodewijk
21464;Caatelijntjen;
21465;Jacobis;jacob
21466;Arenttgen;
21467;Innitie;
21468;Pleuns;
21469;Legman;
21470;Bastieaen;
21471;Jospeh;jozef
21472;Dany;
21473;Jaquys;
21474;Belytie;
21475;Apoloonia;apollonius
21476;Comas;
21477;Engeltije;engel
21478;Dingnum;dignus
21479;Waerrenaer;
21480;Claesijnken;
21481;Roettgen;
21482;Phlis;
21483;Annelynne;
21484;Almelis;
21485;Fras;franciscus
21486;Dannyel;
21487;Stoffell;
21488;Theuwis;matthias
21489;Vollebrecht;folkhard
21490;Kourt;
21491;Neeltjie;
21492;Werikus;
21493;Bartellemees;bartholomeus
21494;Geroris;
21495;Betjamyn;
21496;Korsten;
21497;Toeunis;
21498;Tijsie;matthias
21499;Raegel;
21500;Janas;jonas
21501;Commera;
21502;Lyas;
21503;Hermaus;heerman
21504;Aalte;adel
21505;Caerreles;
21506;Catteleyn;
21507;Clament;clemens
21508;Jeynoo;
21509;Arooen;
21510;Touse;
21511;S.J.;
21512;Arenoudt;arnoud
21513;Lijbjen;
21514;Aelke;
21515;Looy;lode
21516;Leenken;
21517;Lanselot;laurens
21518;Alexie;
21519;Erbrecht;
21520;Jakemijnken;
21521;Kathalyn;
21522;Aerrie;
21523;Loiris;
21524;Gemer;
21525;Lamberdt;
21526;Carolis;karel
21527;Arentze;
21528;Merrynes;
21529;Pieternellietje;
21530;Benne;ben
21531;Heymme;
21532;Pieten;petrus
21533;Bellecje;
21534;IJjzak;
21535;Abygaell;
21536;Melsyor;
21537;Philyps;
21538;Clasien;nicolaas
21539;Marmes;heerman
21540;Orsel;od
21541;Teunnisie;
21542;Noyve;
21543;Cacheus;
21544;Aennart;
21545;Offert;
21546;Maechmeleyn;
21547;Onfre;
21548;Jeronemis;
21549;Jeffge;
21550;Kijstijen;
21551;Kalckiek;
21552;Franse;
21553;Phulip;filippus
21554;Cornelis);cornelis
21555;Oudert;
21556;Kathalyne;
21557;Adere;
21558;Appolinia;apollonius
21559;G.t;
21560;Mes;
21561;Rebbecca;rebekka
21562;Maartren;martinus
21563;Valerius;valentinus
21564;Boepau;
21565;Webbechie;
21566;Leendres;
21567;Wiebo;wijgb-
21568;Baltesar;balthazar
21569;Belva;
21570;Jonckvryer;
21571;Nisse;agnes
21572;Seles;celestina
21573;Mauringh;
21574;Sarae;
21575;Outgerts;
21576;Prienken;
21577;F.I.;
21578;Maghdeleentje;
21579;Abdties;
21580;Sopya;
21581;Bartelmeesz;
21582;Passhier;paschalis
21583;Jris;
21584;Jerassmus;
21585;Kerpein;
21586;C.N.;
21587;Rickie;
21588;Pouwelynegen;
21589;Bentemyn;
21590;Samuewel;
21591;Ponsiaen;
21592;Tijtie;
21593;Seutgen;
21594;Jonaes;
21595;Mertgien;
21596;Vost;
21597;Aerjantjen;
21598;Leenien;
21599;Gerieda;
21600;Gewel;
21601;Geerrruij;
21602;Syltge;
21603;Omaers;
21604;Barbertge;
21605;Simelien;simon
21606;Gilliamus;
21607;Aarnut;
21608;Gielyaem;
21609;Arejaentje;
21610;Novi;
21611;Herick;
21612;Stingen;
21613;Ciet;zege
21614;Olefeaer;
21615;Volckgen;
21616;Rubyrius;
21617;Nyklaes;
21618;Jaquemijna;
21619;Vierigh;
21620;Essel;es
21621;Fyt;
21622;Eelyas;
21623;Ultert;
21624;Anvyn;
21625;Nowey;
21626;Zijburgie;
21627;Maljairt;
21628;Eferyntje;
21629;Engeldino;
21630;Heijltgen;
21631;Pouwelsz;
21632;Tonneel;
21633;Dirj;diedrijk
21634;Nocolaas;nicolaas
21635;Elyda;
21636;Rijnsburg;reinburg
21637;Ewoudt;ewoud
21638;Wilmje;wilhelm
21639;Mante;man
21640;Markas;marcus
21641;Cathaline;catharina
21642;Tijsge;
21643;Evae;
21644;Sytien;
21645;Leonaer;leonhard
21646;Pietronelle;petrus
21647;Fermijn;friedmar
21648;Gr.;
21649;Justis;justus
21650;Golaet;
21651;Abygell;
21652;Phulps;filippus
21653;Linoy;
21654;Josiae;
21655;Lijse;elisabeth
21656;Maeyljaert;
21657;Sudie;
21658;Heyndreck;
21659;Baerhout;
21660;Jaacque;
21661;Nisegen;
21662;Catryntie;
21663;Freder;friedrijk
21664;Mqarijtje;
21665;Brend;bernhard
21666;Margerata;margareta
21667;Deem;
21668;Pauwelus;paulus
21669;Claee;
21670;Wattey;
21671;Mourysse;
21672;Bonaventeur;
21673;Hartoch;hartog
21674;Reymken;
21675;Fransseyn;
21676;Schevrius;
21677;Per;petrus
21678;Baecket;
21679;Tielemy;
21680;Onten;
21681;Poule;
21682;Jezaia;jesaja
21683;Buijt;
21684;Marutge;
21685;Kyntijn;
21686;Johnna;johannes
21687;Moyen;
21688;Pronesy;
21689;Aernouwt;
21690;Heyderyck;
21691;Tijnte;
21692;`Simon;
21693;Wurbort;
21694;Bonaventuyr;
21695;Eedel;
21696;Magyel;
21697;Mesire;
21698;Fransintie;
21699;Catalijntge;
21700;Koppen;godfried
21701;Augesteyn;
21702;Fora;
21703;Agenietie;
21704;Garbiel;gabriël
21705;Annittje;
21706;Vivier;
21707;Gieliamen;
21708;Pupke;
21709;Emaus;
21710;Baerttien;
21711;Wijntjen;wijn
21712;Otta;
21713;Lesya;
21714;Boje;
21715;Tabes;
21716;Falamon;
21717;Basteiaan;
21718;Gualtheris;woudheer
21719;Ragael;rachel
21720;Loddewijck;
21721;Annichie;
21722;Saelmon;
21723;Gelen;
21724;Wede.;
21725;Meegiel;
21726;Louwetjen;
21727;??Wijve;
21728;Barenent;
21729;Dirckien;
21730;Diohanes;
21731;Zijberigh;
21732;Bayamin;
21733;Jorvie;
21734;Lyncken;
21735;Joppje;
21736;Kollaert;
21737;Embri;
21738;Giesge;
21739;Cunnira;koenera
21740;Mortier;martinus
21741;Caser;
21742;Aratgen;
21743;Renijlel;
21744;Ivon;iv
21745;Daenel;
21746;Anemi;
21747;Serus;
21748;Jorris;george
21749;Elysebeth;elisabeth
21750;Pouli;paulus
21751;Dam;dam
21752;Saecharyas;
21753;Willemi;wilhelm
21754;Gheryt;
21755;Samweel;
21756;Roelovs;
21757;Lennardus;leonhard
21758;Odtfriendt;
21759;Clemmen;clemens
21760;Willemijntge;
21761;Mahiel;michael
21762;Jettro;
21763;Mahieeuw;
21764;Bellitgen;
21765;Aeff;
21766;Breghie;brigitta
21767;Matheyl;
21768;Gryseel;
21769;Temas;thomas
21770;Baillu;
21771;Emont;edmond
21772;Toussanse;
21773;Jakie;jacob
21774;Judtih;judith
21775;Nolleke;arnoud
21776;Rooland;rodland
21777;J\\annetge;
21778;Filff;
21779;Pouwelyntje;
21780;Malo;
21781;Griettien;margareta
21782;Messe;
21783;Gydeyooen;
21784;Hestare;
21785;Moris;maurits
21786;Jaekemijrnen;
21787;Juryntgen;
21788;Davor;
21789;Kuykes;
21790;Abigaal;abigael
21791;Katelinken;
21792;Franssijnken;
21793;Patronella;petrus
21794;Baldy;
21795;Wierich;wijgb-
21796;Mechgiel;machthilde
21797;Maerkier;
21798;Rafelyn;
21799;Anthonete;
21800;Masen;
21801;Weertgen;
21802;Dinnenae;
21803;Hs.;
21804;Thenis;
21805;Erassemis;
21806;Gramael;
21807;Saerell;
21808;Clasie;nicolaas
21809;Heyndrikge;
21810;Jacobues;
21811;Gillion;gideon
21812;Jesaiias;
21813;Proone;
21814;Sijmitje;simon
21815;Anthoone;
21816;Pieterjen;petrus
21817;Rector;
21818;Stemma;
21819;Turion;
21820;Meues;bartholomeus
21821;Vintsent;
21822;Franssynne;
21823;Hyndrick;
21824;Lyssebet;
21825;Heyric;
21826;Margrietjen;margareta
21827;Winken;
21828;France;franciscus
21829;Fuy;
21830;Catharia;catharina
21831;Maerekus;
21832;Tjeake;
21833;Hijmetje;heim
21834;Mathijss;matthias
21835;Amberooysis;
21836;Gerlachius;
21837;Bonafentuieren;
21838;Harne;
21839;Vichtor;
21840;Kovert;
21841;Abiegael;abigael
21842;Nyckaer;
21843;Aryn;adriaan
21844;J.C.C.;
21845;Asarikam;
21846;Cataryne;catharina
21847;Wylant;
21848;Esdras;heimrijk
21849;Catlytge;
21850;Ignitie;
21851;IJzedorus;
21852;Errempie;
21853;Sentus;
21854;Fermoe;
21855;Christy;christiaan
21856;Gertruijd;geertruida
21857;Berkhof;
21858;Melsyoor;
21859;Madaleentge;
21860;Marel;marcel
21861;Anthooyn;
21862;Waeyn;
21863;Wantja;
21864;Al.;
21865;Gieltjen;giel
21866;Macxelemyaen;
21867;Noove;
21868;Malgerdt;
21869;Bery;
21870;Salomoen;
21871;Oodt;
21872;Jerintge;
21873;Meloor;
21874;Catelinien;
21875;Cail;
21876;Christoff;christoffel
21877;Quiryn;quirinus
21878;Calel;nicolaas
21879;Merinus;marinus
21880;Jerijntge;
21881;Pierro;petrus
21882;Corus;
21883;Jowet;
21884;Huibaert;
21885;Austyen;
21886;Dyneau;
21887;Maeijtje;
21888;Basty;
21889;Barthomees;
21890;Kastintge;
21891;Gens;
21892;Wiggeke;
21893;Bankeris;pancratius
21894;Remijs;
21895;An.;
21896;Nabod;
21897;Maddalentje;
21898;Natanil;
21899;Marijti;
21900;Reyner;reingeer
21901;Moijses;mozes
21902;Katariana;
21903;Jefray;
21904;Cot;
21905;Hoenestus;
21906;Esaye;jesaja
21907;Bleycke;
21908;Marcke;
21909;Caarel;karel
21910;Naria;nan
21911;Geloosy;
21912;Reyanie;
21913;Jaeob;
21914;Flipotte;
21915;Flieppyntje;
21916;Roemer;rombert
21917;Catarine;catharina
21918;Leijdie;
21919;Anthonnen;
21920;Duboldus;
21921;Wolkin;
21922;Hilliger;hilde
21923;Chrystyaen;
21924;Geerge;
21925;Sachgeryas;
21926;Clary;
21927;Lourensie;laurens
21928;Mathies;matthias
21929;Ruthger;rodgeer
21930;Cebille;sibylla
21931;Christeiaen;
21932;Aery;
21933;Trinck;
21934;Druon;
21935;Garrebrand;geerbrand
21936;Pauwelien;
21937;Seelis;sel
21938;Casijnken;
21939;Jepta;
21940;Wiggher;
21941;Galle;geel
21942;S,;
21943;Kaerle;
21944;M.D.;
21945;Maijken;maria
21946;Maerthe;
21947;Margaet;
21948;Proenin;
21949;Jakys;
21950;Dingnaer;
21951;Jannekenin;
21952;Domine;dominicus
21953;Jaaq;
21954;Barteyn;
21955;Heynricx;
21956;Antonye;
21957;Matheas;matthias
21958;Lizebet;elisabeth
21959;Meliart;
21960;Oster;
21961;Oofman;
21962;Merghien;
21963;Burghtie;
21964;Rijnaut;reinwoud
21965;Nijtie;
21966;CorneliJan;
21967;Alten;
21968;A,;
21969;Aelttien;
21970;Jerephaes;
21971;Arennout;
21972;Remeeus;
21973;Riennier;
21974;Ronbout;
21975;Walley;
21976;Egeydy;
21977;Elsi;elisabeth
21978;Guilljame;
21979;M.C.;
21980;Aryaensen;
21981;Ber;
21982;Fremerij;friedrijk
21983;Salert;
21984;Quirrin;
21985;Crintie;
21986;Lyoen;
21987;Aagien;agatha
21988;Klastijntgen;
21989;Helina;helena
21990;Hazewija;
21991;Moureijn;
21992;Catelynte;
21993;Teunisjen;antonius
21994;Gueljaem;
21995;Karstyntgen;
21996;Wullemtgen;
21997;Rhijnsburg;
21998;Mosi;
21999;Aristje;
22000;Stasse;
22001;Jaantgen;
22002;Adriejean;
22003;Eckbertys;
22004;Wesse;wessel
22005;Powelis;
22006;Armbtje;
22007;Geleyns;
22008;Jornede;
22009;Dyeckryck;
22010;Anteon;
22011;Idaia;
22012;Matheyas;
22013;Koobes;jacob
22014;Janktje;johannes
22015;Ringertjen;
22016;Jeleman;
22017;Karrel;karel
22018;Zeeltgen;
22019;Palesteyn;
22020;Maeliaert;
22021;Seerger;
22022;Nicaese;
22023;Apolonycken;
22024;Gamarius;
22025;Ravel;rafael
22026;Magdeleentie;magdalena
22027;Auvestien;
22028;Jorynien;
22029;Chritsiaen;
22030;Sidioen;
22031;Arijaantie;adriaan
22032;Juliaen;julius
22033;Sintgen;
22034;Nyhallette;
22035;Sederick;
22036;Jacqemijntge;
22037;Christyntge;
22038;Dandris;
22039;Pelgrom;pelgrim
22040;Splenter;
22041;Katelijng;
22042;Janen;johannes
22043;Alaerdt;
22044;Rogerus;rodgeer
22045;Gedejoen;
22046;Selvester;silvester
22047;Mailjerd;
22048;Groude;
22049;Madeleentgie;
22050;Bartlomees;
22051;Dirricksz;
22052;Elzabet;elisabeth
22053;Jakemyne;
22054;Samuek;
22055;Aletje;adelheid
22056;Maxij;
22057;Maty;matthias
22058;Jakamyntgnen;
22059;Royer;roos
22060;Scharias;
22061;Haecken;
22062;Jakamintgen;
22063;Outser;
22064;Martyntgen;
22065;Altie;adel
22066;Bastiaanse;
22067;Jaijtje;
22068;Gygonooyn;
22069;Joosep;jozef
22070;Baend;bernhard
22071;Wolbrant;
22072;Reijne;rein
22073;Goutyer;
22074;Dynom;
22075;Lindert;leonhard
22076;Eyden;
22077;Caereell;
22078;Adroanus;adriaan
22079;Olyfvier;
22080;Sleijntje;
22081;Segenis;
22082;Swaen;
22083;Tomys;
22084;Bodevin;
22085;Sibrant;zegebrand
22086;Annetke;
22087;Dyonys;
22088;Flylebaer;
22089;Tobies;tobias
22090;Aabram;abraham
22091;Talingh;
22092;Macx;
22093;Lijsebit;
22094;Barrenardus;bernhard
22095;Geson;
22096;Caren;karel
22097;Guil;wilhelm
22098;Rakas;
22099;Marijda;
22100;Maginus;magnus
22101;Groete;
22102;Geertruiju;geertruida
22103;??Mary;
22104;Kathelyn;
22105;Sjaack;
22106;Sacker;
22107;Andryaen;
22108;Gheloude;
22109;Cacharias;
22110;Franchijntghen;
22111;Rockier;
22112;Sibrig;zegeburg
22113;Passchierse;
22114;Brone;
22115;Grisades;
22116;Bakaert;
22117;Assweeris;
22118;Magrietge;
22119;IJsedoorus;
22120;Hilleman;
22121;Fransco;
22122;Arand;adriaan
22123;Huibaerdt;
22124;Gere;
22125;Agestein;
22126;Yakemyntgen;
22127;Derke;diedrijk
22128;Nister;agnes
22129;Sesanna;susanna
22130;Hendericksen;
22131;Nicilaas;nicolaas
22132;Farns;franciscus
22133;Anken;anne
22134;Ysram;
22135;Servaess;
22136;Jaecquyemyntgen;
22137;Bonaert;
22138;Gerietje;margareta
22139;Fenij;
22140;Isabrats;
22141;Mattheys;matthias
22142;Haese;
22143;Maddeleny;
22144;Yrias;
22145;Phylipe;
22146;Brun;brun
22147;Klenaert;
22148;Rookes;rochus
22149;Printtien;
22150;Ita;
22151;Steenuen;
22152;Pron;
22153;Dengonis;
22154;Brechge;
22155;Robijn;rodbert
22156;Loewysen;
22157;Garrebrandt;
22158;Roelov;rodwolf
22159;Joriken;
22160;Ph.;
22161;Alsen;
22162;Jessum;
22163;Appluny;
22164;J.K.;
22165;Pleutjen;
22166;Seranes;
22167;Ghylles;
22168;Gloudenne;
22169;Borrit;
22170;Fenijn;
22171;Claesjen;nicolaas
22172;Matheuis;matthias
22173;Apellonia;apollonius
22174;Dammisie;
22175;Faeltijn;
22176;Ludewicus;lodewijk
22177;Gubaert;
22178;Guilhelmus;wilhelm
22179;Beyamyn;
22180;Ram;
22181;Kathrijn;catharina
22182;Mahier;
22183;Langor;
22184;Aedolf;
22185;Annietgen;
22186;Bossaert;
22187;Miltje;mein
22188;Jeryntgen;
22189;Adriens;adriaan
22190;Absolon;absalon
22191;Wincker;
22192;Saeleuw;
22193;Clase;
22194;Federick;
22195;Luikes;
22196;T;
22197;Tijske;matthias
22198;Aenderyse;
22199;Meitje;maria
22200;Jochemn;
22201;Guilhiaem;
22202;Tosa;
22203;Lysabeth;elisabeth
22204;Syttien;zege
22205;Asaer;
22206;Pschier;
22207;Herper;heimrijk
22208;Leysbedt;
22209;Ctharina;catharina
22210;Sulbijl;
22211;Hagestinus;
22212;Araham;abraham
22213;Rijmptie;
22214;Fhlyps;
22215;Jopge;
22216;Florien;florentius
22217;Teunijs;antonius
22218;Hijbert;
22219;Chrisostomus;chrisostomus
22220;Elantge;
22221;Meynsken;
22222;Pilhuppus;
22223;Lientge;
22224;Willemyntjen;
22225;Iserebrant;
22226;Dieryck;
22227;Sieverius;
22228;Iseack;
22229;Juliaentge;
22230;Jasoer;
22231;Louwerisz;
22232;Vorbel;
22233;Merkus;marcus
22234;Reyert;
22235;Eisabeth;elisabeth
22236;Jahel;
22237;Cathatina;catharina
22238;Magtild;machthilde
22239;Warau;
22240;Frack;
22241;Anthooni;antonius
22242;C.B.;
22243;Franchooy;
22244;Meynder;
22245;Aryan;adriaan
22246;Piwter;
22247;Stientge;
22248;Querijntje;
22249;Kneerttien;
22250;Piennas;
22251;Poulyntge;
22252;Galaer;
22253;Geil;giel
22254;Marritjer;
22255;Maaiken;maria
22256;Talee;
22257;Aerjaantjen;
22258;Harmanius;heerman
22259;Donnys;
22260;Willemintje;wilhelm
22261;Guiliame;wilhelm
22262;Veders;
22263;Aellewijn;
22264;Gerare;
22265;Jacopmijntgen;
22266;Th.;
22267;Jese;jozef
22268;Kaere;
22269;Belaen;
22270;Nasius;
22271;Alou;
22272;Couseyn;
22273;Fillip;filippus
22274;Aerie;
22275;Jacopmijncken;
22276;Senntje;
22277;Katalina;catharina
22278;Jakamijn;
22279;Eeycbert;
22280;Machdeleenken;
22281;Lepijntgen;
22282;Meynaert;
22283;Bartelmes;
22284;Marua;maria
