id;name;standard
19779;Thonttien;
19780;Gyliaem;
19781;Metheeus;
19782;Matta;maria
19783;Itse;id
19784;Lamb.;
19785;Aeel;
19786;Ormen;
19787;Cateleyn;
19788;Ortgen;
19789;Philippy;
19790;Justeun;
19791;Gijslijs;
19792;Jacomyna;jacob
19793;Maddalene;
19794;Ruscher;
19795;Uytlijff;
19796;Kynoval;
19797;Eliesabet;elisabeth
19798;Elo;
19799;Maddellen;
19800;Abadyaen;
19801;Glauer;
19802;Cra;
19803;E.H.J.;
19804;E.I;
19805;Ahasverus;ahasveros
19806;Hommes;
19807;Menssie;mein
19808;Roelan;
19809;Omaert;
19810;Mourin;
19811;Oper;
19812;Mouweritius;
19813;Heyltge;
19814;Guylyaem;
19815;Aerdt;arnoud
19816;Desetere;
19817;Thonne;
19818;Ost;
19819;Hermans;heerman
19820;Anaries;andries
19821;Zuurmond;cent
19822;Bartou;
19823;Louwyn;
19824;Stintie;stina
19825;Allerdt;adelhard
19826;Wiggaert;
19827;Isakes;
19828;Aelbaert;
19829;Assuverus;ahasveros
19830;Maeykenbij;
19831;Geerrien;
19832;Cardijn;
19833;Andryanis;
19834;Urmpie;
19835;Saravaes;
19836;Reyertgen;
19837;Ouwesteyn;
19838;Duijfie;duif
19839;Claesgien;
19840;Elisabedh;
19841;Amijde;
19842;Melsingh;
19843;Absalon;absalon
19844;Nelletge;
19845;Timan;diedeman
19846;Duijst;
19847;Paece;
19848;Hasien;
19849;Fyctoor;
19850;Raenner;
19851;Lyen;
19852;Bancken;
19853;Wormbout;warnboud
19854;Namen;
19855;Paschyer;
19856;Sammvelt;
19857;Engelse;
19858;Matheu;matthias
19859;Katier;
19860;Hartlief;heerman
19861;Jaack;
19862;Loedewick;
19863;Maximliaan;
19864;Flypo;
19865;Aefie;ave
19866;Babera;barbara
19867;Kastyntge;
19868;Taamus;
19869;Domene;
19870;Kerstinien;
19871;Robart;rodbert
19872;Inlysaran;
19873;Jacobese;
19874;Schaec;
19875;Joacum;
19876;Soetjen;zoet
19877;Walder;warnheer
19878;Ageta;agatha
19879;Meuwis;bartholomeus
19880;Moisis;mozes
19881;Aget;agatha
19882;Ambrosis;ambrosius
19883;Sebastiaen;sebastianus
19884;Lobbregjen;
19885;Heilligondt;
19886;Liesse;
19887;Ridderis;rijdheer
19888;Salom;salomo
19889;Habbekuyck;
19890;Ouwekint;
19891;Roegyer;
19892;Domes;damasus
19893;Tybout;
19894;Dockter;
19895;Pietertije;
19896;Mertien;martinus
19897;Flyppijn;
19898;Judigh;judith
19899;Francos;franciscus
19900;Immetjen;
19901;Chorstiaen;
19902;Jhenoth;
19903;Meijntjen;mein
19904;Gilti;
19905;Maechiel;michael
19906;Dyckerijck;
19907;Louiris;
19908;Jaecker;
19909;Gniertie;
19910;Isahem;
19911;Toesaeyn;
19912;Gordertus;
19913;Weijnje;
19914;Domynekus;
19915;Kasten;
19916;Catalijntgen;
19917;Johanus;johannes
19918;Gelycken;
19919;Abr;
19920;Francytge;
19921;Cornelees;
19922;Lae;
19923;Maeytgie;
19924;Bejatris;
19925;Piaert;
19926;Borret;boromeus
19927;Monatam;
19928;Walry;
19929;Alardis;
19930;Hielkes;
19931;Klompt;
19932;Anetjen;anne
19933;Gjsbert;gijsbert
19934;Sesar;cesar
19935;Garebrant;
19936;Elburg;
19937;Theuntgen;
19938;Isenhout;
19939;Huijgen;
19940;Beno;ben
19941;Balthaxar;
19942;Lyesabeth;
19943;Barberra;barbara
19944;Alepeet;
19945;Ghiliammen;
19946;Corneloa;cornelis
19947;Nelletgen;
19948;Harmanes;heerman
19949;Fossy;
19950;Ysel;
19951;T.F.;
19952;N.T.;
19953;Casp.;
19954;Halkelis;
19955;Trijnien;
19956;Bernaard;bernhard
19957;Pouwelijn;
19958;Luyntge;
19959;Altgen;
19960;Hilleje;heil
19961;Oom;
19962;Egbrecht;
19963;Merines;
19964;Clemmensie;
19965;Loreyn;
19966;Lievert;liefhard
19967;Beijamyn;
19968;Allon;adelfons
19969;Wiera;
19970;Jerasimus;
19971;Rijnsje;rein
19972;Arjaentje;
19973;Andrees;andries
19974;Eulderick;
19975;Hasin;
19976;Annemoer;
19977;Ghielis;
19978;IJsebeen;
19979;Gleyn;
19980;Canbier;
19981;Kalleken;
19982;Reijnus;
19983;Cathaina;catharina
19984;Ezegiel;ezechiël
19985;Areien;adriaan
19986;Ariaenke;
19987;Gedeive;
19988;Koenrardus;koenraad
19989;Festes;
19990;Leeu;
19991;Tobiaes;
19992;Sinjor;
19993;Proeyen;
19994;Kathelijntgen;
19995;Reomeus;
19996;Jonnis;johannes
19997;Erpje;ermb-
19998;Veecken;
19999;Wierick;
20000;Barberttien;
20001;Kuertgen;
20002;Bamamyn;
20003;Jeseijntje;jozef
20004;Michile;
20005;P.F.;
20006;Libbert;liedbert
20007;Maddaleentgen;
20008;Coseyn;
20009;Muse;
20010;Mongo;
20011;Maxmeleaen;
20012;Pleunthe;
20013;Teeuw;
20014;Jaecus;
20015;Louresse;
20016;Judissjen;
20017;Guljaen;
20018;Louwerie;
20019;Leenaertgen;
20020;Gougje;goud
20021;Saecke;
20022;Cathelyn;
20023;Beatricx;beatrix
20024;Thomaas;thomas
20025;Sydy;
20026;Lomberens;
20027;Deliaen;
20028;Sil;
20029;Jeaecq;
20030;Moey;
20031;Sywert;zegeward
20032;Syber;zegebert
20033;Roseyn;
20034;Herken;
20035;Menas;mein
20036;Heicke;
20037;Dibbet;diedb-
20038;Meeseel;
20039;Guilyaem;
20040;Rael;
20041;Raeghel;
20042;Aliam;
20043;Samey;
20044;Emert;ermhard
20045;Menheer;
20046;Pyryne;
20047;Marjke;maria
20048;Rennit;
20049;Matthyas;matthias
20050;Warny;
20051;Mechginttgen;
20052;Ardinoys;
20053;Homa;
20054;Maerthgen;
20055;Martij;martinus
20056;Schelletye;
20057;Govaer;
20058;Lydewije;
20059;Glaudina;claudius
20060;Marnus;marinus
20061;Goors;
20062;Flypus;
20063;Gylis;
20064;Catryntje;catharina
20065;Reyere;
20066;Meynsien;
20067;Fectoor;
20068;Buschard;burghard
20069;Francijne;franciscus
20070;P....;
20071;Mallula;
20072;Martynie;
20073;Swien;zwijn
20074;Chrisiiaan;
20075;Taneken;
20076;Mesie;
20077;Lwys;
20078;Soetens;
20079;Gliude;
20080;Gangeloff;woudgeer
20081;Grytge;
20082;Schaake;
20083;Hasie;hase
20084;Mannasse;heerman
20085;Mateuwes;
20086;Lenaa;leen
20087;Orse;
20088;Heynric;
20089;Telera;
20090;Joremis;
20091;Gediaen;
20092;Katrijntje;catharina
20093;Luydick;
20094;Novel;
20095;Kromme;
20096;Basteyaen;
20097;Aaghje;agatha
20098;Onneyen;
20099;Ock;od
20100;Jacobmijna;jacob
20101;Seeltje;cecilia
20102;Arabella;arabella
20103;Bena;bernhard
20104;Lowijsje;lodewijk
20105;Meerbant;
20106;Joras;george
20107;Coenraedt;koenraad
20108;Anten;
20109;Jacas;
20110;Pasque;
20111;Pacquier;
20112;Magnuis;
20113;Roombert;
20114;Gyeliaem;
20115;Fijtie;fried
20116;Ghyl;
20117;Catelin;
20118;Sijberig;zegeburg
20119;Orseltje;od
20120;Mattieus;
20121;Abigeltie;
20122;Frederrik;friedrijk
20123;Hilleken;hilde
20124;Maillaert;
20125;M.M.;
20126;Basttejaen;
20127;Ovadus;
20128;Zeverd;
20129;Megtelt;machthilde
20130;Marcques;
20131;Doorye;
20132;Engelytje;
20133;H.E.;
20134;Dosen;
20135;Chat.;
20136;mijnheer;
20137;Marijtije;maria
20138;Tymote;
20139;Heyme;heim
20140;Bananias;
20141;Jakemyntge;
20142;Fuves;
20143;Dilo;
20144;Janntien;
20145;Moeysis;
20146;Aiasend;
20147;Japer;
20148;Caerle;
20149;Kuierin;
20150;Criestiaen;
20151;Tousain;toussaint
20152;Arijaentgen;
20153;Korsj;
20154;Lieu;
20155;Symoen;
20156;Pinaes;
20157;Baerttgen;
20158;Saerle;
20159;Fransyncken;
20160;Tussent;
20161;Maet;
20162;Kattalyn;
20163;Gertruyt;geertruida
20164;Lowijsge;
20165;Glauder;
20166;Hilligert;
20167;Rasel;
20168;Magriette;margareta
20169;Lodiwijck;
20170;Jud;judith
20171;Stynttgen;
20172;Veyse;
20173;Regoor;
20174;Katelijns;
20175;Caereel;
20176;Aalijda;adelheid
20177;Cles;
20178;Jeuijtje;
20179;Ponse;
20180;Jouwel;
20181;Jusyas;
20182;Jesom;
20183;Gillyaem;
20184;Bygel;
20185;Burt;bert
20186;Bejateris;beatrix
20187;Korsie;christiaan
20188;Stintge;
20189;Rinneke;
20190;Niesien;agnes
20191;Hartlof;heerman
20192;Geriit;geerhard
20193;Lowijsie;lodewijk
20194;Sijnker;
20195;Heymen;hegman
20196;Noveel;
20197;Bremert;
20198;Gilioul;
20199;Zaertje;
20200;Kastyenken;
20201;Caetelijne;
20202;Classina;nicolaas
20203;Franchooys;
20204;Styngen;
20205;Fransjen;franciscus
20206;Wicherdt;
20207;Duyffje;
20208;Juryreijn;
20209;Eskes;
20210;Schotser;
20211;Aerouwt;
20212;Aryanke;
20213;Nuter;
20214;Wavant;
20215;Herve;heerman
20216;Steijnt;
20217;Fia;sofia
20218;Guylliaeme;
20219;Lidija;adelheid
20220;Goeltgen;
20221;Adri....;
20222;Hessom;
20223;Proonttien;
20224;Jacobmijn;
20225;Bouwentge;
20226;Efert;everhard
20227;Margeriete;margareta
20228;Cattalyntge;
20229;Macks;
20230;Krintje;quirinus
20231;Michelijntgen;
20232;J.Z.;
20233;Jaecquemijnien;
20234;Jofse;
20235;Kathelyntge;
20236;Mertjen;maria
20237;Jannetke;johannes
20238;Meez.;
20239;Louwerus;laurens
20240;Haerys;
20241;Sandera;
20242;Domenick;
20243;Janken;johannes
20244;Antoonij;antonius
20245;Dorathe;dorothea
20246;Orbanis;
20247;Jacs;
20248;Heckemans;
20249;Dirrickien;
20250;Rijmijnst;
20251;Theeus;
20252;Batelier;
20253;Rojier;
20254;Abaent;
20255;Phijlijps;
20256;Gelein;gislenus
20257;Jessias;
20258;Scholte;schelte
20259;Lydewij;liedwijn
20260;Willemijnken;
20261;Toraet;
20262;Sandrijn;alexander
20263;Geunis;
20264;Clagel;
20265;Meijxje;
20266;Saeckery;
20267;Fenan;
20268;Annis;anne
20269;Maggeltie;machthilde
20270;Firnandus;
20271;Caleb;nicolaas
20272;Goltgen;
20273;Pouwlis;paulus
20274;Reseyn;
20275;Boonavontuier;
20276;Banckers;
20277;Glouwde;
20278;Jennicke;johannes
20279;Ermen;ermelinde
20280;Olf;odwolf
20281;Balijn;boud
20282;Siettze;
20283;Melsaes;
20284;Godfroy;godfried
20285;Heijdrik;
20286;Baltten;
20287;Adrijaantge;
20288;Marseelis;marcel
20289;Leuloff;
20290;Hieronimys;
20291;Danniel;daniël
20292;Piternel;petrus
20293;Gool;
20294;Dabeleijntje;
20295;Fob;folkb-
20296;G.S.;
20297;Baerth;
20298;Usaen;
20299;None;
20300;Eronymus;
20301;Jojack;
20302;Crin;quirinus
20303;Racherl;rachel
20304;Redgier;
20305;Meinsge;
20306;Christiyaen;
20307;Jabik;jacob
20308;Dus.;
20309;Koosie;cozijn
20310;Borthomes;
20311;Moysy;
20312;Jansper;
20313;Heyndricksz;
20314;Mijntge;mein
20315;Cathalijna;catharina
20316;Anthonin;antonius
20317;Neeltije;cornelis
20318;Jaeckemijnken;
20319;Ecbart;
20320;Bartholmeus;bartholomeus
20321;Fly;
20322;Jodiaen;
20323;Reijnout;reinwoud
20324;Dingerman;dingeman
20325;Mije;mein
20326;Meynsie;
20327;Warden;
20328;Sinen;
20329;Gerintgen;
20330;Fransijnken;
20331;Galinus;gislenus
20332;Daenneel;
20333;Sonan;
20334;Josyaas;
20335;Wibingie;
20336;Catharijntie;
20337;Zackarias;
20338;Verseye;
20339;Sysylia;
20340;Engelt;engel
20341;Aemelis;
20342;Catalinte;
20343;Costezus;
20344;Sijntge;
20345;Caatjen;catharina
20346;Grietej;margareta
20347;Aelbart;adelbert
20348;Sinien;simon
20349;Herms;
20350;Sijmetie;simon
20351;Teijs;matthias
20352;Polet;apollonius
20353;Pieer;petrus
20354;Gillame;
20355;Dicrk;
20356;Marcy;
20357;Dingenum;
20358;Nouvyl;
20359;Duyffie;
20360;San;
20361;Gyliaemis;
20362;Magalena;magdalena
20363;Ingenaer;
20364;Duif;duif
20365;Eyfken;
20366;Mous;heerman
20367;Beat;beatrix
20368;Catarinae;
20369;Kaereell;
20370;Cristijn;christiaan
20371;Joreiaen;
20372;Cornnelis;cornelis
20373;Catarijntje;catharina
20374;Renoudt;
20375;Arient;adriaan
20376;dominee;
20377;Anth.;
20378;Gelder;geldmar
20379;Marrytgen;
20380;Yserel;
20381;Reyntge;
20382;Baarthout;bertwoud
20383;Flipos;
20384;Barbertgen;
20385;Salytgen;
20386;Jaren;
20387;Meijnlis;
20388;Arents;
20389;Faeretin;
20390;Idonis;
20391;Pyre;
20392;Bouwetgen;
20393;Dou;
20394;Jaakamittgen;
20395;Gisbrecht;gijsbert
20396;Freddrick;
20397;Gidewoen;
20398;Auseel;
20399;Leintie;leen
20400;Does;
20401;Matia;matthias
20402;Augestynis;
20403;Carlier;
20404;Ghemalden;
20405;Aerrien;
20406;Mattie;maria
20407;Bossia;
20408;Nabot;
20409;I.C.E.;
20410;Melsser;
20411;Adryanus;adriaan
20412;Claris;clara
20413;Hertibigh;
20414;Cornelisge;
20415;Merckes;
20416;Mateues;
20417;Cathaeina;catharina
20418;Lunaert;
20419;Baert;bert
20420;Aernoudt;arnoud
20421;Stinken;
20422;Dilia;delia
20423;Malgaert;
20424;Arisd.;
20425;Barths.;
20426;Maddalyntge;
20427;Matus;
20428;Deel;
20429;Ytken;
20430;Gilliber;
20431;Duycht;
20432;Swaentjen;zwaan
20433;Geertyn;geerhard
20434;Kierter;
20435;Swaentje;zwaan
20436;Gulof;
20437;Diere;
20438;Touls;
20439;Ermyn;
20440;Neeltjhe;
20441;Vysent;
20442;Geecke;gesinus
20443;Juster;justus
20444;Madelelieent;
20445;Moertje;maria
20446;Hillgert;
20447;Jolijn;
20448;Mataneel;
20449;Jaepik;
20450;Puvecht;
20451;Jochen;joachim
20452;Jackemijntse;
20453;Fris;fries
20454;Joha.Clara;
20455;Dircktge;
20456;Doretse;
20457;Maer;
20458;Caes;
20459;??Henderick;
20460;Gileny;
20461;Sarl;
20462;Guillamus;wilhelm
20463;Aaaltje;adel
20464;Heynderyc;
20465;Huighie;
20466;Grigoor;
20467;Quyrijngh;
20468;Ael;
20469;Magdaleentjen;
20470;Alert;adelhard
20471;Gerloversz;
20472;Geertroeda;geertruida
20473;Juydick;judith
20474;Sammel;samuel
20475;Auicksteyn;
20476;Heydrina;
20477;Durck;diedrijk
20478;Slof;
20479;Duyfje;duif
20480;Rave;rafael
20481;Maeken;
20482;Annamities;
20483;Swatgen;
20484;Cryen;
20485;Jer;
20486;Gilliejert;
20487;Ottho;od
20488;Lydyaen;
20489;Huldelyck;
20490;Itge;
20491;Rijckje;rijk
20492;Dieuwerttien;
20493;Ghiljam;
20494;Emer;emerentia
20495;Isijntgen;
20496;Gigoris;
20497;Cinolph;
20498;Jobie;
20499;Marquis;marcel
20500;Jork;george
20501;Maloo;
20502;Levintge;
20503;Geertryda;
20504;Philebaert;
20505;Phop;
20506;Guelijn;
20507;Aeppelluni;
20508;Catelintie;catharina
20509;Domein;dominicus
20510;Pieterneltie;
20511;Chert;
20512;Aerenhout;
20513;Clam;
20514;Toonttgen;
20515;Frio;
20516;Tonijntgen;
20517;Casze;
20518;Kerstiaen;
20519;Antj;anne
20520;Cniertie;
20521;Mergrietgen;
20522;Iser;israel
20523;Bastiiaan;sebastianus
20524;Robecca;rebekka
20525;Jacomyntjen;
20526;Floeris;florentius
20527;Michquel;
20528;Cevica;
20529;Owee;
20530;Stoffelijntgen;
20531;Lambertgen;
20532;Merckus;
20533;Jaecquemintge;
20534;Hendery;
20535;Ambroses;
20536;Flippus;filippus
20537;Claertjen;
20538;Adry;adriaan
20539;Sauel;
20540;Fraso;
20541;Jacomijnttgen;
20542;Brijs;
20543;Bout;
20544;Herbartus;heerbert
20545;Roelff;rodwolf
20546;Jeraesmy;
20547;Pieter,;
20548;Guylljame;
20549;Erck;
20550;Jefge;
20551;Maeitge;
20552;Loeser;
20553;Anys;
20554;Matewys;
20555;Hohanna;johannes
20556;Aryas;
20557;Guilliaeme;wilhelm
20558;Abrosius;ambrosius
20559;Syberch;
20560;Apleunin;
20561;Sonder;
20562;Francijntgen;
20563;Mensch;mein
20564;Tyberius;
20565;Alleman;adel
20566;Saieck;
20567;Iberch;
20568;Nieklaes;
20569;Delina;delia
20570;Aalje;adel
20571;Sarcele;
20572;Marideue;
20573;Donys;
20574;Baltemees;
20575;Pierloe;
20576;Abrahamsz;
20577;Manae;
20578;Athaniel;
20579;Lieverde;
20580;Oorwijn;
20581;Marthijntge;
20582;Sijbrend;zegebrand
20583;Ghisbrecht;
20584;Dunan;
20585;Lieffe;
20586;Casje;catharina
20587;Eeyseij;
20588;Gilleis;
20589;Furyaen;
20590;Heijndrica;heimrijk
20591;Jonny;johannes
20592;Berner;
20593;Ads.;
20594;Bonifaas;bonifacius
20595;Roes;
20596;Chistynne;
20597;Ponsent;
20598;Heynderickge;
20599;Kolent;
20600;Claerte;
20601;Urkem;
20602;Eduawaert;
20603;Mercurius;marcus
20604;Maxmili;
20605;Aaltgen;adel
20606;Hazie;
20607;Jerymias;
20608;Dieuwertie;diedw-
20609;Klamensia;clemens
20610;Cornelik;cornelis
20611;Gilliaen;
20612;Jaspaer;casper
20613;Gabert;
20614;Apolonnia;apollonius
20615;Saertgie;
20616;Fildrich;
20617;Ebbert;egbert
20618;Nouwer;
20619;Aechtie;
20620;Jakemynken;
20621;Nessey;
20622;Luijkes;lucas
20623;Ivoyen;
20624;Wijbrant;wijgbrand
20625;Angeniety;
20626;Symes;
20627;Masy;
20628;Bastiaentie;
20629;Fransijntjen;
20630;Lybaert;
20631;Huyber;
20632;Winbrant;
20633;Fylpus;
20634;??Hendrick;
20635;Katharyntge;
20636;Leemdert;leonhard
20637;Rijker;rijkhard
20638;Sydera;
20639;Hermes;
20640;Caleyn;
20641;Adriantgen;
20642;Jyeuwidt;
20643;Aremt;
20644;Esy;
20645;Resier;roos
20646;Lissabet;
20647;Hedrina;heimrijk
20648;Hendrienz....;
20649;Esechiel;ezechiël
20650;Jacaminttien;
20651;Dyety;
20652;Selij;sel
20653;Slijts;
20654;Hengsje;
20655;Claartie;clara
20656;Mertge;
20657;Beuwijn;
20658;Jooel;
20659;Barbet;barbara
20660;Jaecquelien;
20661;Rijcklant;
20662;Rieynier;
20663;Ditmaer;diedmar
20664;Corstoffe;
20665;Eybaert;
20666;H.W.;
20667;Fenone;
20668;Abthony;
20669;Kattelyn;
20670;Suyt;
20671;Mathue;matthias
20672;Catha;catharina
20673;Guiliamen;
20674;Tibe;diedb-
20675;Hillijghe;
20676;Duyfgen;
20677;Corneliis;cornelis
20678;Beriniu;
20679;Antonetten;
20680;Crijnye;
20681;Aemable;
20682;Heester;hester
20683;Maenant;
20684;Ayeltge;
20685;Boschaert;
20686;Gyliaeem;
20687;Brant;brand
20688;Heermanus;heerman
20689;Phill.;
20690;Baltis;boud
20691;Sybregt;zegeburg
20692;Jesaijas;jesaja
20693;Lowi;lodewijk
20694;Silvester;silvester
20695;Dielo;
20696;Jesson;
20697;Aefge;
20698;Merckis;
20699;Jacobyna;jacob
20700;Mangnus;magnus
20701;Site;zege
20702;Franckgen;
20703;Godhard;godhard
20704;Getie;
20705;Manken;
20706;Agenita;agnes
20707;Corseman;
20708;Apsalom;
20709;Saack;
20710;Jaconina;jacob
20711;Byaetrys;
20712;Marteyns;
20713;Paeie;
20714;Rusgen;
20715;Oilivier;
20716;Chyntje;
20717;Aerck;
20718;Joores;
20719;Gilyaem;
20720;Helletje;heil
20721;Rogyer;
20722;Sarvaes;
20723;Willebrort;
20724;Temenout;
20725;Levijntie;
20726;Harkelys;
20727;Hesky;
20728;Catalyntgen;
20729;Tryncken;
20730;Feseert;
20731;Falle;valentinus
20732;Antres;
20733;Beyaert;
20734;Cyntje;
20735;Cneliz;
20736;Sevreyn;
20737;Farelys;
20738;Hessorijn;
20739;Maerie;
20740;Mouweringh;
20741;Esdrach;
20742;Jolikert;
20743;Bovania;
20744;Fyctor;
20745;Catharien;catharina
20746;Bedtgen;
20747;Adryaentje;
20748;Elysoet;
20749;Jammeyne;
20750;Arya;
20751;IJsaeque;
20752;Everhardes;everhard
20753;Fillepyntgen;
20754;Efje;eva
20755;Steen;stina
20756;Elysbeth;
20757;Appelleuni;
20758;Kaarl;karel
20759;Maten;martinus
20760;Meghyel;
20761;Maien;
20762;Gilion;gideon
20763;Delya;
20764;Fe;
20765;Susannes;susanna
20766;Gijsbart;gijsbert
20767;Ermou;
20768;Willemsz;
20769;Bygon;
20770;Crystyaen;christiaan
20771;Ormken;
20772;Jurintge;
20773;Tijes;
20774;Assweris;
20775;Pierson;
20776;Matteijs;matthias
20777;Zacharyas;
20778;I.H.;
20779;Gillever;
20780;Cobbe;
20781;Moysus;
20782;Franssyntje;
20783;Outscher;
20784;Lyane;
20785;Krinck;
20786;Prijne;
20787;Heijndrikge;
20788;Duyffge;
20789;Ralynius;
20790;Pinyas;
20791;Audaert;
20792;Syncken;
20793;Henkje;heimrijk
20794;Ghilje;
20795;Orrem;
20796;Graeyl;
20797;Brier;
20798;Mesel;
20799;Lacomyntge;
20800;Isebel;
20801;Henderijntie;heimrijk
20802;Jeronemys;
20803;Jyptgen;
20804;Gulliaem;
20805;Laesse;
20806;Dama;dam
20807;Aerenestys;
20808;Agestin;
20809;Suisanna;susanna
20810;Goedtschalk;
20811;Pronne;
20812;Jesoynken;
20813;Casier;
20814;Elis.;
20815;Josewa;jozef
20816;Hassebruyen;
20817;Anthonyken;
20818;Esegiel;ezechiël
20819;Aartie;arnoud
20820;Millejaen;
20821;Cathelyna;
20822;Joseva;
20823;Mauruts;
20824;Pruntge;
20825;Adt.;
20826;Amasely;
20827;Baltholomeus;bartholomeus
20828;Philpp;filippus
20829;Eleias;elias
20830;Hangaer;
20831;Godlief;godlief
20832;Moringh;
20833;Jeosias;josias
20834;Tijkje;died
20835;Barton;bert
20836;Guilljam;
20837;Adalvys;
20838;Aechgje;
20839;Wichman;wijgman
20840;Jaeco;
20841;Basy;
20842;Dieric;diedrijk
20843;Jorincken;
20844;Juydik;
20845;Hasege;
20846;Dosijn;
20847;Severyntgen;
20848;Flyppe;
20849;Alyde;adelheid
20850;Pineias;
20851;Trynthge;
20852;Honestes;
20853;Seeverd;
20854;Vesel;
20855;Diaman;
20856;Knelissie;
20857;Geltis;
20858;Ghiljaem;
20859;Annot;
20860;Galje;geel
20861;Tjate;
20862;Solomoen;
20863;Johannys;
20864;Offo;
20865;Rosala;roos
20866;Fransios;
20867;Marrichje;maria
20868;Noy;
20869;Pieret;
20870;Jesyntje;
20871;Bastiaens;
20872;Winke;
20873;Neelcke;
20874;Joptge;
20875;Arindje;adriaan
20876;Hermon;heerman
20877;Aelberdt;
20878;Jore;george
20879;Dsvid;
20880;Teyes;
20881;Buvaer;
20882;Printge;
20883;Sackery;
20884;Aelthuijs;
20885;Besgen;
20886;Eynels;
20887;Remeyn;
20888;Lembert;lambert
20889;Maddallena;
20890;Marx;marcus
20891;Katelinnen;
20892;Haasjen;hase
20893;Danianiel;
20894;Cuniertgen;
20895;Douwes;duif
20896;Osebille;
20897;Sultan;
20898;Rutgard;rodgeer
20899;Jutiaan;
20900;Claartjen;clara
20901;Donette;
20902;Kastienken;
20903;IJsendooris;
20904;IJsbrands;
20905;Margrietge;
20906;Chritoffel;christoffel
20907;Maije;maria
20908;Pierersz;
20909;Maerittie;
20910;Niemandt;
20911;Eerasmus;
20912;Hanselaer;
20913;Teunessie;
20914;Jacquemyne;
20915;Kathelyna;
20916;Otlelem;
20917;Louveris;
20918;Mailjaart;
20919;Antroey;
20920;Festis;
20921;Franchijn;
20922;Bouddewijn;
20923;Vollickien;
20924;Meppe;
20925;Reinyer;
20926;Thijman;diedeman
20927;Lijsgen;
20928;Lateneel;
20929;Eemert;ermhard
20930;Cornelos;
20931;Sioor;
20932;Tenijntgen;
20933;Guy;
20934;Toeseir;
20935;Gerrebrech;
20936;Carle;karel
20937;Gougje....;
20938;Fenije;
20939;Aarenhout;
20940;J.G.;
20941;Auckes;
20942;Gilliaeem;
20943;Franssooey;
20944;Kobis;jacob
20945;Any;anne
20946;Anthunisz;
20947;Reijnerus;reinier
20948;Sarer;
20949;Reijnatus;
20950;Calletgen;
20951;Seer;
20952;IJbrant;isbrand
20953;Sesylia;
20954;Preuntje;apollonius
20955;Maerya;
20956;Jezyntje;
20957;Sepas;
20958;Coloff;
20959;Athoine;
20960;Katalyntjen;
20961;Stephe;stefanus
20962;Piueter;petrus
20963;Janntge;
20964;Passchinkje;
20965;Cristintie;
20966;Zeeldert;
20967;Elfken;
20968;Maartien;martinus
20969;Lambertie;lambert
20970;Noewe;
20971;Messgen;
20972;Josijn;jozef
20973;Casparies;
20974;Fredk.;
20975;Egberdt;
20976;Baerbaer;
20977;Feru;
20978;Etmond;edmond
20979;Calip;
20980;Jonan;johannes
20981;Heilttien;
20982;Fremijn;
20983;Peer;petrus
20984;Domyne;
20985;Fransyna;franciscus
20986;Ulrick;odelrijk
20987;Hertooch;
20988;Katlyntje;
20989;Allaer;
20990;Tibout;
20991;Trijnttge;
20992;Aldegonde;adelgonda
20993;Warrenier;
20994;Hey;hilde
20995;Berchge;
20996;Hartoogh;
20997;Doruyt;
20998;Gloulis;
20999;Hendrickjen;heimrijk
21000;Bergrieta;
21001;Pooltijse;
21002;Ponsele;
21003;IJsaack;izaak
21004;Bures;
21005;Schootsaer;
21006;Nehemiach;
21007;Loris;lodewijk
21008;Achie;agatha
21009;Afrikam;
21010;Balthasaer;balthazar
21011;Porris;
21012;Maechtelt;
21013;Gemmitie;
21014;Vagni;
21015;Dyecknyck;
21016;Reyntie;
21017;Ponts;
21018;Lyduyna;
21019;Janq;
21020;Brechtge;
21021;Rijnie;rein
21022;Jochhem;joachim
21023;Emina;erm
21024;Wessen;wessel
21025;Adoëa;
21026;Magdeleentje;magdalena
21027;Jannetgie;
21028;Oest;
21029;Bies;
21030;Apsolon;
21031;Warmbout;
21032;Lymen;
21033;Macksy;
21034;Samueel;samuel
21035;Fabriaen;
21036;Otgen;
21037;Rechert;
21038;Pryone;
21039;Lotsia;lucius
21040;Willebort;willibrord
21041;Geritsten;
21042;Wilmijnge;
21043;Gregory;gregorius
21044;Apselon;
21045;Anaert;
21046;Sinken;
21047;Catellyne;
21048;Gijssel;gijsel
21049;Mertje;maria
21050;Tossein;
21051;Gidyoen;
21052;Josijnken;
21053;Aemijs;
21054;Barbele;barbara
21055;Aeltyen;
21056;Leeneken;
21057;Pronke;
21058;Gerrebrandt;
21059;Dynaert;
21060;Donis;dionisius
21061;Matheys;matthias
21062;Martyntie;
21063;Marces;
21064;Giljaen;
21065;Cneles;
21066;Alisander;
21067;Heinderic;heimrijk
21068;Audje;
21069;Marty;martinus
21070;Hanslindr;
21071;Ann.;
21072;Judicth;judith
21073;Gijlie;
21074;Linke;lijn
21075;Joosintgen;
21076;Eijis;
21077;Vonsent;
21078;M.Br.;
21079;Robijntgen;
21080;Beertel;bertwoud
21081;Heynz;
21082;Basilius;sebastianus
21083;Siedtgen;
21084;Mahuy;
21085;Taert;
21086;Liese;elisabeth
21087;Santyntje;
21088;Bathasar;balthazar
21089;Roesen;
21090;Martijnttgen;
21091;Bregie;bert
21092;Blasius;blasius
21093;Walraeff;
21094;Jerten;
21095;Vickcor;
21096;Catharyne;catharina
